parameter,mean,median,sd,lower,upper,truth,bias,rmse,coverage,width,regime,replicate,start
eta_IR,0.07505937426901835,0.07364525721777482,0.012965425043255988,0.05276991878278765,0.10063689457096052,0.08,-0.004940625730981654,0.004940625730981654,TRUE,0.047866975788172866,High,2,high
eta_RR,0.07293998876990482,0.07140795257623334,0.012828377488830893,0.04951875421595805,0.09842759845507033,0.08,-0.007060011230095184,0.007060011230095184,TRUE,0.048908844239112285,High,2,high
eta_SE,0.07746746886681835,0.07611866494505584,0.014451664651785606,0.05224716028536449,0.11109065121071157,0.08,-0.002532531133181651,0.002532531133181651,TRUE,0.05884349092534708,High,2,high
eta_SI,0.07740029487663612,0.07710984729609519,0.01475892134136737,0.051646323756884494,0.11084575572055662,0.05,0.027400294876636117,0.027400294876636117,FALSE,0.059199431963672125,High,2,high
eta_SR,0.07550512367119931,0.07426118201628693,0.013826332552170924,0.05191040181653509,0.10247784460437832,0.08,-0.00449487632880069,0.00449487632880069,TRUE,0.05056744278784323,High,2,high
eta_SS,0.07641877252142931,0.07487730217818778,0.015819594313844474,0.0488659148069562,0.11704166130821969,0.08,-0.0035812274785706893,0.0035812274785706893,TRUE,0.06817574650126348,High,2,high
gamma,0.2665509427054715,0.2685306685997444,0.050292180538531905,0.14605773926346255,0.3602289147649111,0.25,0.016550942705471527,0.016550942705471527,TRUE,0.21417117550144854,High,2,high
kappa,0.40271403672000805,0.39713531676827307,0.08321402398749332,0.2616232057708643,0.5717707520162846,0.4,0.0027140367200080284,0.0027140367200080284,TRUE,0.3101475462454203,High,2,high
p_E,0.5942552659710925,0.59786829770026,0.05479410106625365,0.4810078110767804,0.6907623950171177,0.6,-0.005744734028907517,0.005744734028907517,TRUE,0.20975458394033725,High,2,high
p_I,0.8413647096489044,0.8437675708207582,0.031948302545857225,0.7681538451697323,0.8950465151382591,0.85,-0.00863529035109556,0.00863529035109556,TRUE,0.12689266996852677,High,2,high
s,0.8983380976250132,0.8983507915635462,0.01129111122142325,0.8756263016949826,0.9192507984896678,0.9,-0.0016619023749868678,0.0016619023749868678,TRUE,0.043624496794685275,High,2,high
tau_EE,0.07401054253579246,0.0717484972470284,0.01426782766940039,0.05083056025137008,0.10625384033087336,0.03,0.044010542535792466,0.044010542535792466,FALSE,0.05542328007950328,High,2,high
tau_EI,0.07581018272266839,0.0753907468461654,0.01300045847632981,0.05326488572266011,0.10017736898055332,0.03,0.04581018272266839,0.04581018272266839,FALSE,0.04691248325789321,High,2,high
tau_ER,0.07361925998694706,0.07386042371052107,0.011868435020279906,0.050493597945970574,0.09557327092909018,0.03,0.04361925998694706,0.04361925998694706,FALSE,0.04507967298311961,High,2,high
tau_II,0.07429504054731782,0.07378045758585511,0.013458021589636885,0.0507405351566949,0.10266042990153668,0.07,0.004295040547317816,0.004295040547317816,TRUE,0.05191989474484177,High,2,high
tau_IR,0.07394551642637782,0.07324049135054847,0.014529567449678463,0.049437472166097965,0.10081269523105552,0.03,0.043945516426377826,0.043945516426377826,FALSE,0.05137522306495755,High,2,high
tau_RR,0.07696511938805589,0.07658846307324577,0.01363446582551764,0.05375233473768591,0.1089147245633335,0.03,0.04696511938805589,0.04696511938805589,FALSE,0.055162389825647584,High,2,high
tau_SE,0.07601078097296766,0.07538301471369838,0.014244731690773596,0.04997845432553872,0.10642100234007748,0.03,0.046010780972967666,0.046010780972967666,FALSE,0.05644254801453876,High,2,high
tau_SI,0.07636493374708693,0.07496398350611914,0.012717307127112923,0.05445422044283772,0.10832582368743189,0.06,0.016364933747086932,0.016364933747086932,TRUE,0.05387160324459417,High,2,high
tau_SR,0.07413303803938281,0.07404182905543391,0.013993570928538502,0.04702784632974353,0.10222536142474832,0.03,0.044133038039382816,0.044133038039382816,FALSE,0.05519751509500479,High,2,high
tau_SS,0.07600974803748067,0.0763719515296195,0.013745314645775927,0.05151126593265305,0.10480513135865022,0.03,0.046009748037480674,0.046009748037480674,FALSE,0.053293865425997164,High,2,high
xi,0.06409828026195152,0.06437581630154479,0.01738493237332871,0.027781794240566354,0.1008067105799142,0.05,0.01409828026195152,0.01409828026195152,TRUE,0.07302491633934784,High,2,high
beta,0.2821360989673306,0.2780580506863189,0.0635237548661723,0.1646634522070624,0.4063051049677983,0.3,-0.017863901032669383,0.017863901032669383,TRUE,0.2416416527607359,High,3,low
c,0.9490940851436751,0.9480819814376402,0.005937493334760046,0.9378869953673272,0.961042116544188,0.95,-9.05914856324852e-4,9.05914856324852e-4,TRUE,0.023155121176860805,High,3,low
eta_EE,0.07678832046614509,0.07485962299306093,0.012036037165022833,0.05512847880083833,0.10392974585731024,0.08,-0.0032116795338549137,0.0032116795338549137,TRUE,0.04880126705647191,High,3,low
eta_EI,0.08162398239837883,0.07910040296672224,0.01594361994950938,0.05461294955830503,0.11779480559010447,0.08,0.001623982398378826,0.001623982398378826,TRUE,0.06318185603179943,High,3,low
eta_ER,0.0762504833330552,0.0757993527636219,0.012340344439660894,0.056302785048012866,0.0975707692953496,0.08,-0.0037495166669447993,0.0037495166669447993,TRUE,0.04126798424733673,High,3,low
eta_II,0.07509649297871254,0.07423986989360315,0.01190400047541905,0.05120817934358333,0.09996223526037888,0.04,0.03509649297871254,0.03509649297871254,FALSE,0.048754055916795554,High,3,low
eta_IR,0.07632503050441065,0.07621688593812018,0.013016849826389584,0.05195244512652941,0.1034270184179471,0.08,-0.0036749694955893475,0.0036749694955893475,TRUE,0.05147457329141769,High,3,low
eta_RR,0.07753878238727747,0.07733199730010591,0.013748714286623165,0.05243449538069155,0.10389392290782808,0.08,-0.002461217612722527,0.002461217612722527,TRUE,0.051459427527136524,High,3,low
eta_SE,0.07734517161431846,0.0763466934244326,0.015283117145828948,0.05045409791767114,0.11054418081791426,0.08,-0.0026548283856815402,0.0026548283856815402,TRUE,0.06009008290024312,High,3,low
eta_SI,0.07840902663456333,0.0782458628256009,0.012970997132421313,0.057060903974834945,0.10577389596034342,0.05,0.028409026634563322,0.028409026634563322,FALSE,0.04871299198550848,High,3,low
eta_SR,0.07390107248945879,0.07280579998443332,0.012198825494500652,0.052189644701390356,0.09671954190445367,0.08,-0.0060989275105412105,0.0060989275105412105,TRUE,0.044529897203063315,High,3,low
eta_SS,0.0756905103491401,0.0754021712659026,0.01243991230191273,0.05346075555537122,0.10065251078152422,0.08,-0.004309489650859907,0.004309489650859907,TRUE,0.047191755226153,High,3,low
gamma,0.26873468147246804,0.2674173522179117,0.05245271460592862,0.16973482070308568,0.3600654031876096,0.25,0.01873468147246804,0.01873468147246804,TRUE,0.19033058248452392,High,3,low
kappa,0.3814076919094839,0.37014693919353164,0.07247472341230371,0.25898761592228775,0.535782065109551,0.4,-0.018592308090516096,0.018592308090516096,TRUE,0.2767944491872632,High,3,low
p_E,0.5751205865996518,0.5767131406185184,0.052158492997238605,0.47231274790231575,0.6728340780946079,0.6,-0.02487941340034816,0.02487941340034816,TRUE,0.20052133019229218,High,3,low
p_I,0.8354385340999005,0.8351876730348708,0.029577788655190052,0.7781581295959936,0.8942994114797782,0.85,-0.014561465900099435,0.014561465900099435,TRUE,0.11614128188378459,High,3,low
s,0.8985478148205283,0.8989003951099679,0.010838782226361775,0.8760267739129843,0.9178818909235711,0.9,-0.0014521851794717655,0.0014521851794717655,TRUE,0.04185511701058675,High,3,low
tau_EE,0.07443709016488587,0.07397161328490708,0.013402751719788487,0.052161153517978384,0.1086453281023376,0.03,0.04443709016488587,0.04443709016488587,FALSE,0.05648417458435921,High,3,low
tau_EI,0.07524838585210789,0.07291372138846497,0.015483826822882706,0.05260250764404817,0.10638735488521393,0.03,0.045248385852107886,0.045248385852107886,FALSE,0.053784847241165765,High,3,low
tau_ER,0.07340233969920021,0.07293854729357395,0.013403010194748072,0.05138067371971772,0.10090322210426209,0.03,0.04340233969920021,0.04340233969920021,FALSE,0.04952254838454437,High,3,low
tau_II,0.07452855269458332,0.07380661630893207,0.01154528522188748,0.05070730590361611,0.10029210647885255,0.07,0.004528552694583313,0.004528552694583313,TRUE,0.04958480057523644,High,3,low
tau_IR,0.07611625027206496,0.07526383360712499,0.012548165793818527,0.05219824963098446,0.10331890812901806,0.03,0.046116250272064965,0.046116250272064965,FALSE,0.0511206584980336,High,3,low
tau_RR,0.07446415251446933,0.07302199879863064,0.015273946234610057,0.048343011692803715,0.10732635079627544,0.03,0.044464152514469335,0.044464152514469335,FALSE,0.05898333910347172,High,3,low
tau_SE,0.07674847661349199,0.07499400678931258,0.013665267736298949,0.05498520253456535,0.10575910369565879,0.03,0.04674847661349199,0.04674847661349199,FALSE,0.05077390116109344,High,3,low
tau_SI,0.07490999697063498,0.07314801369688993,0.015811532514524024,0.0488859861067938,0.1093503239283708,0.06,0.014909996970634984,0.014909996970634984,TRUE,0.060464337821576994,High,3,low
tau_SR,0.07614519788880927,0.07534743031416992,0.013245320686022235,0.05312183467081335,0.10427383634324472,0.03,0.046145197888809275,0.046145197888809275,FALSE,0.05115200167243137,High,3,low
tau_SS,0.07181652104668283,0.07112608610801219,0.014640863893153399,0.04791211106381579,0.107597727606745,0.03,0.041816521046682834,0.041816521046682834,FALSE,0.05968561654292921,High,3,low
xi,0.06637785623508538,0.06547251076480168,0.018628056559950642,0.03348180842563429,0.10497388759865275,0.05,0.016377856235085378,0.016377856235085378,TRUE,0.07149207917301847,High,3,low
beta,0.28769974965104933,0.2891779555112268,0.052941781757163714,0.1851501641147881,0.38687380721789316,0.3,-0.012300250348950659,0.012300250348950659,TRUE,0.20172364310310506,High,3,medium
c,0.9497029951599867,0.9504971974202485,0.006392006319916425,0.9385111035254774,0.9621482847252547,0.95,-2.9700484001327077e-4,2.9700484001327077e-4,TRUE,0.023637181199777313,High,3,medium
eta_EE,0.0791762250795502,0.07806816281524158,0.014956002736552,0.050838971802413355,0.11030989318153209,0.08,-8.23774920449799e-4,8.23774920449799e-4,TRUE,0.05947092137911873,High,3,medium
eta_EI,0.07335741249938928,0.07233046309227795,0.014175933713417197,0.045906632112802256,0.1004585934467735,0.08,-0.006642587500610725,0.006642587500610725,TRUE,0.05455196133397125,High,3,medium
eta_ER,0.07767680634113501,0.07720673592375527,0.013612365777509431,0.05300611436760203,0.10422313633277133,0.08,-0.0023231936588649915,0.0023231936588649915,TRUE,0.0512170219651693,High,3,medium
eta_II,0.07601442050355828,0.07589551720992938,0.012538789567313252,0.05254307925260501,0.10347000384239607,0.04,0.03601442050355828,0.03601442050355828,FALSE,0.05092692458979106,High,3,medium
eta_IR,0.07448241317583253,0.0753950299107781,0.01387469505360829,0.0448746737001358,0.09957791663995166,0.08,-0.005517586824167475,0.005517586824167475,TRUE,0.05470324293981586,High,3,medium
eta_RR,0.07708287078899394,0.0749873045770508,0.013209197049709319,0.05242172597924445,0.10607768520265898,0.08,-0.0029171292110060643,0.0029171292110060643,TRUE,0.053655959223414526,High,3,medium
eta_SE,0.07545522502018533,0.07443204626105487,0.01166209945789732,0.05558917138091314,0.1008734342379993,0.08,-0.004544774979814675,0.004544774979814675,TRUE,0.04528426285708616,High,3,medium
eta_SI,0.07440040052766264,0.07274073466175152,0.012497066613997269,0.052368222209336734,0.10096620196526891,0.05,0.02440040052766264,0.02440040052766264,FALSE,0.04859797975593218,High,3,medium
eta_SR,0.07614561194029804,0.07439269615497413,0.012057914134613273,0.055924495748023106,0.10224169661520119,0.08,-0.003854388059701966,0.003854388059701966,TRUE,0.04631720086717808,High,3,medium
eta_SS,0.07508659260864978,0.07267433288868239,0.014619144593709832,0.05114709011531314,0.1085994822232981,0.08,-0.004913407391350225,0.004913407391350225,TRUE,0.05745239210798496,High,3,medium
gamma,0.2239867843016892,0.22736837871363574,0.047270747128418986,0.13443596126474838,0.3133462549000089,0.25,-0.026013215698310804,0.026013215698310804,TRUE,0.1789102936352605,High,3,medium
kappa,0.4197055203584016,0.4133624351515019,0.09575083494415496,0.24042110883932422,0.5904095702573257,0.4,0.019705520358401563,0.019705520358401563,TRUE,0.34998846141800144,High,3,medium
p_E,0.5958421780883766,0.5982215603379877,0.04781166955750592,0.510066082668609,0.6857407020764863,0.6,-0.004157821911623394,0.004157821911623394,TRUE,0.17567461940787732,High,3,medium
p_I,0.8359516207128492,0.8425916457784492,0.039429115796399156,0.7507765383339228,0.9028960313813996,0.85,-0.014048379287150747,0.014048379287150747,TRUE,0.15211949304747685,High,3,medium
s,0.9015835638933168,0.9013976340631717,0.010360713623324667,0.8817506039899201,0.9192745468227095,0.9,0.0015835638933168195,0.0015835638933168195,TRUE,0.03752394283278937,High,3,medium
tau_EE,0.07472175679504446,0.07416925676524533,0.013726248173521617,0.049652465891651176,0.10026534936199785,0.03,0.04472175679504446,0.04472175679504446,FALSE,0.050612883470346676,High,3,medium
tau_EI,0.07779346253154083,0.07612931223377022,0.01586286157122558,0.05491935829795586,0.12116529582869079,0.03,0.047793462531540834,0.047793462531540834,FALSE,0.06624593753073493,High,3,medium
tau_ER,0.07541182584480567,0.07376815391787256,0.012648412183046085,0.0515948757274601,0.10081390790029607,0.03,0.04541182584480567,0.04541182584480567,FALSE,0.04921903217283597,High,3,medium
tau_II,0.07499454810306384,0.07461504712713093,0.014198244160353379,0.04795990302514848,0.10331162613636152,0.07,0.004994548103063837,0.004994548103063837,TRUE,0.055351723111213044,High,3,medium
tau_IR,0.07453129134723181,0.0742997267584273,0.014785142830333463,0.04614423075869168,0.10518222852291167,0.03,0.04453129134723181,0.04453129134723181,FALSE,0.059037997764219995,High,3,medium
tau_RR,0.07278764074337203,0.07108692310400953,0.014514015802945548,0.048580774700210605,0.10300334704129432,0.03,0.04278764074337203,0.04278764074337203,FALSE,0.05442257234108372,High,3,medium
tau_SE,0.07469939807579304,0.07364446038634553,0.012957443751107156,0.05116992672335641,0.10058170002454217,0.03,0.04469939807579304,0.04469939807579304,FALSE,0.04941177330118576,High,3,medium
tau_SI,0.0748732005417953,0.07513231757542839,0.015090299561075715,0.04592531653183771,0.10988447095135323,0.06,0.014873200541795306,0.014873200541795306,TRUE,0.06395915441951552,High,3,medium
tau_SR,0.07448422930140941,0.07288473817439173,0.012745877263256713,0.05340082685392067,0.10109040941379302,0.03,0.04448422930140941,0.04448422930140941,FALSE,0.04768958255987235,High,3,medium
tau_SS,0.07514192182060014,0.07490890695027483,0.01250536550929963,0.05220863262244181,0.10002224752161655,0.03,0.045141921820600145,0.045141921820600145,FALSE,0.04781361489917474,High,3,medium
xi,0.06666603127745062,0.06407014960215658,0.02259920885375672,0.029877685857288918,0.11962899255925939,0.05,0.016666031277450616,0.016666031277450616,TRUE,0.08975130670197047,High,3,medium
beta,0.3022273755342796,0.29780449023462985,0.06155408369739019,0.20625367232865013,0.4351639056588691,0.3,0.0022273755342795964,0.0022273755342795964,TRUE,0.22891023333021895,High,3,high
c,0.9497343562438354,0.9493777038467208,0.006047293742268359,0.9396710389944624,0.9617469927522292,0.95,-2.656437561645575e-4,2.656437561645575e-4,TRUE,0.02207595375776683,High,3,high
eta_EE,0.0755454241443026,0.07472738539816763,0.014250109697800153,0.04762200940702814,0.10492911919360014,0.08,-0.004454575855697404,0.004454575855697404,TRUE,0.057307109786572,High,3,high
eta_EI,0.07547675690917739,0.0745493145940895,0.012596081562882867,0.054083054351551973,0.1022611738286935,0.08,-0.0045232430908226096,0.0045232430908226096,TRUE,0.048178119477141526,High,3,high
eta_ER,0.0772821412043798,0.0761697475150839,0.013097768449563776,0.05621234742549053,0.10307672044028618,0.08,-0.0027178587956201983,0.0027178587956201983,TRUE,0.04686437301479565,High,3,high
eta_II,0.07433003772752378,0.07433114275468225,0.011080851902313164,0.05245175331515766,0.0969460591845967,0.04,0.03433003772752378,0.03433003772752378,FALSE,0.04449430586943904,High,3,high
eta_IR,0.0772430818208286,0.07657378196876836,0.013379460699621594,0.051769305566599935,0.1058998921676031,0.08,-0.002756918179171397,0.002756918179171397,TRUE,0.05413058660100316,High,3,high
eta_RR,0.07624458913914857,0.07518258017455776,0.011708715794762875,0.05558378793027861,0.10129259867690679,0.08,-0.0037554108608514325,0.0037554108608514325,TRUE,0.045708810746628185,High,3,high
eta_SE,0.07501630090080326,0.07462317420083188,0.012954505390500397,0.051734710707316486,0.10543775991586464,0.08,-0.004983699099196742,0.004983699099196742,TRUE,0.053703049208548154,High,3,high
eta_SI,0.07410758754343774,0.073490735150741,0.013622389301036798,0.051215511421003654,0.10523174230819449,0.05,0.02410758754343774,0.02410758754343774,FALSE,0.05401623088719083,High,3,high
eta_SR,0.07728083636104491,0.0750458195342341,0.014312566513000459,0.04849053786093163,0.11170187005716033,0.08,-0.002719163638955094,0.002719163638955094,TRUE,0.0632113321962287,High,3,high
eta_SS,0.07604306131219599,0.07438596309950747,0.01317432670527593,0.05293692827033537,0.10437790881604742,0.08,-0.003956938687804015,0.003956938687804015,TRUE,0.05144098054571204,High,3,high
